report_id,report_type,report_chapter,report_page,report_title,stage,data_source,source_year,unit,population_definition,current_web_component,current_data_file,proposed_web_role,proposed_chart_type,proposed_interactions,proposed_filters,priority,status,caveat,download_file,notes
AF30,figure,,TBD (needs final formatted report page numbers),International Student Enrollment in STEM by Country,(not staged - cut from final report),"IIE, ""Fields of Study of Students from Selected Places of Origin,"" Open Doors, 2025.",2025,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF31,figure,,TBD (needs final formatted report page numbers),"Top H-1B Employers in Professional, Scientific, and Technical Services",(not staged - cut from final report),"USCIS, H-1B Employer Data Hub, 2009–2026; author's compilation.",2009–2026,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF32,figure,,TBD (needs final formatted report page numbers),Participants in Optional Practical Training (OPT),(not staged - cut from final report),"IIE, ""International Students by Academic Level,"" Open Doors, 2025.",2025,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF33,figure,,TBD (needs final formatted report page numbers),Which Universities Lead in Computer Science Research?,(not staged - cut from final report),"CSRankings, 2026.",2026,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF34,figure,,TBD (needs final formatted report page numbers),STEM PhD Recipients by Sex,(not staged - cut from final report),"NCSES, Survey of Earned Doctorates, 2010–2024.",2010–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF35,figure,,TBD (needs final formatted report page numbers),STEM PhD Recipients by Citizenship,(not staged - cut from final report),"NCSES, Survey of Earned Doctorates, 2010–2024.",2010–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF36,figure,,TBD (needs final formatted report page numbers),International Students Earning U.S. Bachelor's Degrees,(not staged - cut from final report),"NCES, IPEDS Completions, 1995–2024.",1995–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF37,figure,,TBD (needs final formatted report page numbers),International Students Earning U.S. Master's Degrees,(not staged - cut from final report),"NCES, IPEDS Completions, 1995–2024.",1995–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF38,figure,,TBD (needs final formatted report page numbers),International Students Earning U.S. Doctoral Degrees,(not staged - cut from final report),"NCES, IPEDS Completions, 1995–2024.",1995–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF39,figure,,TBD (needs final formatted report page numbers),International Students Earning STEM PhDs by Country,(not staged - cut from final report),"NCSES, Survey of Earned Doctorates, 2010–2024.",2010–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF40,figure,,TBD (needs final formatted report page numbers),Who Holds Science Postdoctoral Positions?,(not staged - cut from final report),"NCSES, Survey of Earned Doctorates, 2010–2024.",2010–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF41,figure,,TBD (needs final formatted report page numbers),Who Holds Engineering Postdoctoral Positions?,(not staged - cut from final report),"NCSES, Survey of Earned Doctorates, 2010–2024.",2010–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF42,figure,,TBD (needs final formatted report page numbers),Who Holds Health Postdoctoral Positions?,(not staged - cut from final report),"NCSES, Survey of Earned Doctorates, 2010–2024.",2010–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF43,figure,,TBD (needs final formatted report page numbers),International Students as a Share of Total U.S. Higher Education Enrollment,(not staged - cut from final report),"IIE, ""International Student Enrollment Trends,"" Open Doors, 2025.",2025,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF44,figure,,TBD (needs final formatted report page numbers),Which Countries Account for the Largest Share of International Graduates?,(not staged - cut from final report),"IIE, ""International Students by Academic Level and Place of Origin,"" Open Doors, 2025.",2025,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF45,figure,,TBD (needs final formatted report page numbers),What Share of Each Country's International Students Are Enrolled in Engineering?,(not staged - cut from final report),"IIE, ""Fields of Study of Students from Selected Places of Origin,"" Open Doors, 2025.",2025,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF46,figure,,TBD (needs final formatted report page numbers),What Share of Each Country's International Students Are Enrolled in Math and Computer Science?,(not staged - cut from final report),"IIE, ""Fields of Study of Students from Selected Places of Origin,"" Open Doors, 2025.",2025,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF47,figure,,TBD (needs final formatted report page numbers),What Share of Each Country's International Students Are Enrolled in Physical and Life Sciences?,(not staged - cut from final report),"IIE, ""Fields of Study of Students from Selected Places of Origin,"" Open Doors, 2025.",2025,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF48,figure,,TBD (needs final formatted report page numbers),Who Staffs America's Leading AI Labs?,(not staged - cut from final report),"OpenAlex (Priem, Piwowar, and Orr).",TBD (not machine-extractable from citation text),n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF49,figure,,TBD (needs final formatted report page numbers),Who Staffs China's Leading AI Labs?,(not staged - cut from final report),"OpenAlex (Priem, Piwowar, and Orr).",TBD (not machine-extractable from citation text),n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF50,figure,,TBD (needs final formatted report page numbers),Who Staffs Leading AI Labs in the United States and in China?,(not staged - cut from final report),"OpenAlex (Priem, Piwowar, and Orr).",TBD (not machine-extractable from citation text),n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF51,figure,,TBD (needs final formatted report page numbers),International PhD Recipients Planning to Stay in the United States,(not staged - cut from final report),"NCSES, Survey of Earned Doctorates, 2010–2024.",2010–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF52,figure,,TBD (needs final formatted report page numbers),H-1B Approvals Over Time,(not staged - cut from final report),"USCIS, H-1B Employer Data Hub, 2009–2026.",2009–2026,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF53,figure,,TBD (needs final formatted report page numbers),What Share of H-1B Applications Are Denied?,(not staged - cut from final report),"USCIS, H-1B Employer Data Hub, 2009–2026.",2009–2026,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF54,figure,,TBD (needs final formatted report page numbers),"H-1B Approvals in Professional, Scientific, and Technical Services",(not staged - cut from final report),"USCIS, H-1B Employer Data Hub, 2009–2026.",2009–2026,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF55,figure,,TBD (needs final formatted report page numbers),"What Share of H-1B Applications Are Denied in Professional, Scientific, and Technical Services?",(not staged - cut from final report),"USCIS, H-1B Employer Data Hub, 2009–2026.",2009–2026,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF56,figure,,TBD (needs final formatted report page numbers),Where Employment-Based Permanent Residency Applicants Come From,(not staged - cut from final report),"U.S. Department of Labor, Foreign Labor Certification Performance Data, 2008–2025.",2008–2025,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF57,figure,,TBD (needs final formatted report page numbers),What New STEM PhDs Plan to Do After Graduation,(not staged - cut from final report),"NCSES, Survey of Earned Doctorates, 2010–2024.",2010–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF58,figure,,TBD (needs final formatted report page numbers),H-1B Denials Over Time,(not staged - cut from final report),"USCIS, H-1B Employer Data Hub, 2009–2026",2009–2026,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF59,figure,,TBD (needs final formatted report page numbers),"H-1B Denials in Professional, Scientific, and Technical Services",(not staged - cut from final report),"USCIS, H-1B Employer Data Hub, 2009–2026",2009–2026,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF60,figure,,TBD (needs final formatted report page numbers),Where International PhDs Work After Graduation,(not staged - cut from final report),"NCSES, Survey of Earned Doctorates, 2010–2024.",2010–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF61,figure,,TBD (needs final formatted report page numbers),Where U.S. PhDs Work After Graduation,(not staged - cut from final report),"NCSES, Survey of Earned Doctorates, 2010–2024.",2010–2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF62,figure,,TBD (needs final formatted report page numbers),What Do Institutions Cite as the Reason for Increasing International Enrollments?,(not staged - cut from final report),"IIE, Fall 2025 Snapshot on International Student Enrollment, 2025.",2025,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF63,figure,,TBD (needs final formatted report page numbers),Which Countries Enroll the Most International Undergraduates?,(not staged - cut from final report),"IIE, ""International Students by Academic Level and Place of Origin,"" Open Doors, 2025.",2025,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF64,figure,,TBD (needs final formatted report page numbers),Where Does U.S. Education Spending Go?,(not staged - cut from final report),"OECD, Education at a Glance 2025.",2025,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF65,figure,,TBD (needs final formatted report page numbers),How Do OECD Countries Rank in Science?,(not staged - cut from final report),"OECD, PISA 2022 Results.",2022,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF66,figure,,TBD (needs final formatted report page numbers),How Do OECD Countries Rank in Science Proficiency?,(not staged - cut from final report),"OECD, PISA 2022 Results.",2022,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF67,figure,,TBD (needs final formatted report page numbers),How Often Do U.S. STEM Students Change Majors?,(not staged - cut from final report),"NCES, BPS:04/09 and BPS:12/17 (PowerStats).",TBD (not machine-extractable from citation text),n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF68,figure,,TBD (needs final formatted report page numbers),Four in Ten STEM Entrants Finish with a STEM Degree — and That Barely Moved,(not staged - cut from final report),"NCES, BPS:04/09 and BPS:12/17 (PowerStats).",TBD (not machine-extractable from citation text),n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF69,figure,,TBD (needs final formatted report page numbers),What Do Americans Study Abroad?,(not staged - cut from final report),"IIE, ""Percent of U.S. Study Abroad Students by Field of Study,"" Open Doors, 2024.",2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF70,figure,,TBD (needs final formatted report page numbers),Where Do Americans Study Abroad?,(not staged - cut from final report),"IIE, ""Host Regions of U.S. Study Abroad Students,"" Open Doors, 2024.",2024,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AF71,figure,,TBD (needs final formatted report page numbers),What Happens to Students Who Enter STEM?,(not staged - cut from final report),"NCES, BPS:04/09 and BPS:12/17 (PowerStats).",TBD (not machine-extractable from citation text),n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AT01,table,,TBD (needs final formatted report page numbers),Average Global Ranking of U.S. Universities,(not staged - cut from final report),"Times Higher Education, World University Rankings by Subject, 2011–2026.",2011–2026,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AT02,table,,TBD (needs final formatted report page numbers),Employment-Based Visa Processing Wait Times,(not staged - cut from final report),"U.S. Department of State, Visa Bulletin, 2002–2026.",2002–2026,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AT03,table,,TBD (needs final formatted report page numbers),Employment-Based Visa Processing Wait Times for China,(not staged - cut from final report),"U.S. Department of State, Visa Bulletin, 2002–2026.",2002–2026,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AT04,table,,TBD (needs final formatted report page numbers),Employment-Based Visa Processing Wait Times for India,(not staged - cut from final report),"U.S. Department of State, Visa Bulletin, 2002–2026.",2002–2026,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AT05,table,,TBD (needs final formatted report page numbers),Who Works in the U.S. STEM Labor Force?,(not staged - cut from final report),"NCSES, National Training, Education, and Workforce Survey (NTEWS) Pilot, 2022.",2022,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
AT06,table,,TBD (needs final formatted report page numbers),Where Do the World's Most-Cited Researchers Work?,(not staged - cut from final report),"Clarivate, ""Highly Cited Researchers,"" 2014–2025.",2014–2025,n/a (excluded),n/a (excluded),none,(none - archived),exclude_with_reason,,,,P3,archived_not_imported,Excluded by the report's own authors before this became the final manuscript.,n/a (excluded),"Cut from the report's own final version — real data, not currently imported or rendered. Candidate for a future 'extended data' section, not part of this overhaul's scope."
